prompt_name,step,cheap_entropy,cheap_top1_prob,cheap_top2_prob,cheap_margin,cheap_token_id,cheap_token,expensive_top1_token_id,expensive_top1_token,expensive_topk_token_ids,expensive_topk_tokens,exact_match,topk_match,cheap_rank_in_expensive,topk_kl_expensive_to_cheap
code,27,0.0006485923659056425,0.9991418123245239,0.0008453562040813267,0.9982964561204426,1758, ==,1758, ==,1758 6541 42 42732 10204, == |  != | : | != |  <=,True,True,1,0.00011965140583924949
code,28,1.6799550621726667e-06,0.999998927116394,1.1212416666239733e-06,0.9999978058747274,216, ,216, ,216 32 1792 256 4178,  | 0 |  x |    |  False,True,True,1,6.538351726703695e-07
code,29,0.00043078939779661596,0.9994533658027649,0.0005466379807330668,0.9989067278220318,32,0,32,0,32 33 34 35 37,0 | 1 | 2 | 3 | 5,True,True,1,0.0005397775676101446
code,30,0.00044106380664743483,0.999492883682251,0.00039019741234369576,0.9991026862699073,42,:,42,:,42 284 448 355 30,: |  and | \n        |  or | .,True,True,1,0.0004876332532148808
code,31,0.008543132804334164,0.981673002243042,0.018222609534859657,0.9634503927081823,448,\n       ,448,\n       ,448 216 1003 15537 15182,\n        |   |  return | \n       |  \n       ,True,True,1,0.015185886062681675
code,32,0.016436120495200157,0.973391592502594,0.01066541112959385,0.9627261813730001,1003, return,1003, return,1003 966 1628 829 1792, return |  result |  print |  ret |  x,True,True,1,0.01963643729686737
code,33,0.01828482747077942,0.9672405123710632,0.013701304793357849,0.9535392075777054,1792, x,1792, x,1792 464 365 216 5075, x |  int |  ( |   |  round,True,True,1,0.04638819769024849
code,34,0.017346689477562904,0.9567797780036926,0.041612930595874786,0.9151668474078178,2272, /,2272, /,2272 13241 31 472 1672, / |  // | / | \n    |  *,True,True,1,0.027566170319914818
code,35,0.00011695524153765291,0.9998795986175537,0.00010690069757401943,0.9997726979199797,216, ,216, ,216 1792 365 256 34,  |  x |  ( |    | 2,True,True,1,0.00011910730245290324
code,36,4.4743967009708285e-05,0.9999591112136841,3.31943083438091e-05,0.9999259169053403,34,2,34,2,34 32 33 36 35,2 | 0 | 1 | 4 | 3,True,True,1,3.881081283907406e-05
code,37,0.00474265031516552,0.9936352968215942,0.001962419832125306,0.9916728769894689,472,\n   ,472,\n   ,472 1004 7116 198 216,\n    | \n\n    | \n    \n    | \n |  ,True,True,1,0.004376539494842291
code,38,0.010102277621626854,0.9800428152084351,0.016061918810009956,0.9639808963984251,1745, else,1745, else,1745 1003 4698 1628 907, else |  return |  elif |  print |  #,True,True,1,0.009644166566431522
code,39,1.498973347224819e-06,0.999998927116394,1.0849512364075053e-06,0.9999978421651576,42,:,42,:,42 17805 448 1577 11711,: | :. | \n        |  : | :`,True,True,1,1.0686188716135803e-06
long_simple,0,0.20240090787410736,0.6288341283798218,0.030022980645298958,0.5988111477345228,198,\n,198,\n,198 492 442 19936 414,\n |  O |  N |  Eu |  E,True,True,1,0.06824955344200134
long_simple,1,0.007217466365545988,0.9923276305198669,0.0010319582652300596,0.9912956722546369,198,\n,198,\n,198 10809 14306 49 63,\n | Em | Ent | A | O,True,True,1,0.013065775856375694
long_simple,2,0.32213225960731506,0.1976819485425949,0.15077853202819824,0.04690341651439667,49,A,14306,Ent,14306 49 35044 53 10809,Ent | A | Aqu | E | Em,False,True,2,0.5900951027870178
long_simple,3,0.03532865270972252,0.910915195941925,0.07171376049518585,0.8392014354467392,17031,ão,17031,ão,17031 257 3274 258 12814,ão | re | ret | on | ón,True,True,1,0.08075687289237976
long_simple,4,0.04241844266653061,0.9358524680137634,0.012808296829462051,0.9230441711843014,28,",",28,",",28 29512 263 253 549,", |  eu |  o |  a |  me",True,True,1,0.025041500106453896
long_simple,5,0.3439146876335144,0.17686060070991516,0.13745048642158508,0.03941011428833008,253, a,379, com,379 253 263 12911 20819, com |  a |  o |  por |  para,False,True,2,0.7764461040496826
long_simple,6,0.03157932683825493,0.9489482641220093,0.022225920110940933,0.9267223440110683,95,o,95,o,95 263 1351 253 15751,o |  o |  ess |  a | igo,True,True,1,0.05931401997804642
long_simple,7,0.3056916892528534,0.23385536670684814,0.18219135701656342,0.05166400969028473,263, o,253, a,253 304 29512 263 386, a |  n |  eu |  o |  v,False,True,4,0.5024157762527466
long_simple,8,0.4551810622215271,0.06009257957339287,0.04647785797715187,0.013614721596240997,386, v,386, v,386 304 694 1079 379, v |  n |  pr |  min |  com,True,True,1,0.9351213574409485
long_simple,9,0.08424774557352066,0.7915162444114685,0.10181579738855362,0.6897004470229149,17261,ista,5187,ida,5187 16257 1866 9194 45452,ida | iage | ont | ila | ossa,False,False,,2.091655731201172
long_simple,10,0.3510178029537201,0.20347709953784943,0.0879816934466362,0.11549540609121323,1264, est,26411, é,26411 8675 1690 304 1264, é |  fo |  come |  n |  est,False,True,5,1.1982126235961914
long_simple,11,0.3831382393836975,0.17209911346435547,0.08421424776315689,0.08788486570119858,283, m,28,",",28 253 379 326 283,", |  a |  com |  u |  m",False,True,5,1.6924197673797607
long_simple,12,0.3630557358264923,0.15637919306755066,0.11325030028820038,0.04312889277935028,263, o,304, n,304 253 29512 263 26411, n |  a |  eu |  o |  é,False,True,4,0.47966867685317993
long_simple,13,0.015583964064717293,0.9734277725219727,0.008510743267834187,0.9649170292541385,17031,ão,17031,ão,17031 7342 45452 6503 46400,ão | ó | ossa | ada | esse,True,True,1,0.4846240282058716
long_simple,14,0.3215625286102295,0.17049892246723175,0.13033220171928406,0.04016672074794769,273, p,427, se,427 1356 3146 273 10549, se |  tem |  prec |  p |  pod,False,True,4,0.8653945326805115
long_simple,15,0.15769827365875244,0.6993627548217773,0.053311850875616074,0.6460509039461613,10824,ja,622, pre,622 20775 1599 262 10824, pre |  sab |  es |  s | ja,False,True,5,3.0857419967651367
long_simple,16,0.023714492097496986,0.9509418606758118,0.03376835584640503,0.9171735048294067,406,oc,406,oc,406 1159 3966 307 32116,oc | ec | vis | ve | gui,True,True,1,0.08097533881664276
long_simple,17,0.058535438030958176,0.7999465465545654,0.17776919901371002,0.6221773475408554,1110,up,1110,up,1110 47728 101 362 5835,up | upa | u | ess | ups,True,True,1,0.33181604743003845
long_simple,18,0.07359563559293747,0.8283510804176331,0.06678518652915955,0.7615658938884735,279,ou,266,es,266 81 85 36791 279,es | a | e | ei | ou,False,True,5,5.1177544593811035
long_simple,19,0.24731943011283875,0.2001596987247467,0.16957776248455048,0.030581936240196228,28,",",379, com,379 12911 367 283 427, com |  por |  de |  m |  se,False,False,,2.6462628841400146
long_simple,20,0.23201999068260193,0.25868672132492065,0.21510691940784454,0.04357980191707611,263, o,347, as,347 263 253 1264 304, as |  o |  a |  est |  n,False,True,2,0.7211489677429199
long_simple,21,0.42866775393486023,0.13699817657470703,0.0514620877802372,0.08553608879446983,2121, event,3611, consequ,3611 287 567 578 1445, consequ |  d |  per |  out |  caus,False,False,,2.00881028175354
long_simple,22,0.020950963720679283,0.9631461501121521,0.016657724976539612,0.9464884251356125,22069,ê,22069,ê,22069 264 391 581 17137,ê | en | em | ens | nas,True,True,1,0.03471354395151138
long_simple,23,0.044339921325445175,0.9161459803581238,0.037224557250738144,0.8789214231073856,94,n,94,n,94 5400 268 11740 399,n | ns | nd | nc | nt,True,True,1,0.06697554886341095
long_simple,24,0.00020366971148177981,0.9997797608375549,0.00018995294522028416,0.9995898078923346,605,ci,605,ci,605 4266 11298 561 8116,ci | ses | cies | ces | has,True,True,1,2.28108549118042
long_simple,25,0.0001293624663958326,0.9998587369918823,0.00014063336129765958,0.9997181036305847,292,as,292,as,292 395 266 31798 18514,as | os | es | ás | ados,True,True,1,0.00014027302677277476
long_simple,26,0.23125942051410675,0.2410522848367691,0.19395528733730316,0.04709699749946594,367, de,367, de,367 536 28 30 10168," de |  do | , | . |  que",True,True,1,0.480225145816803
long_simple,27,0.3328227400779724,0.298065185546875,0.09301009029150009,0.2050550952553749,326, u,578, out,578 326 427 263 26969, out |  u |  se |  o |  um,False,True,2,1.1952635049819946
long_simple,28,0.051339346915483475,0.8260811567306519,0.14805395901203156,0.6780271977186203,4066,ros,4066,ros,4066 291 5541 317 611,ros | ro | ras | ra | ub,True,True,1,0.8877087831497192
long_simple,29,0.3696178197860718,0.1511392891407013,0.1372217833995819,0.013917505741119385,30,.,2121, event,2121 3847 36468 287 253, event |  moment |  dia |  d |  a,False,False,,3.305267333984375
long_simple,30,0.0020085598807781935,0.9972749352455139,0.001811825088225305,0.9954631101572886,395,os,395,os,395 95 2479 7342 2586,os | o | ores | ó | oes,True,True,1,0.0025929142720997334
long_simple,31,0.16524851322174072,0.3646751046180725,0.3312522768974304,0.03342282772064209,28,",",30,.,30 28 10168 41408 787,". | , |  que |  ou |  no",False,True,2,0.23594126105308533
long_simple,32,0.3143320381641388,0.1644049435853958,0.11983080953359604,0.044574134051799774,442, N,330, A,330 48056 28239 1268 442, A |  Voc |  É |  Se |  N,False,True,5,0.8120480179786682
long_simple,33,0.3013527989387512,0.4028625190258026,0.13490498065948486,0.26795753836631775,95,o,26114,inda,26114 386 265 393 95,inda |  v |  c |  su | o,False,True,5,1.1255133152008057
long_simple,34,0.13134334981441498,0.6342641711235046,0.18925835192203522,0.4450058192014694,28,",",28,",",28 304 379 253 10168,", |  n |  com |  a |  que",True,True,1,0.2340414673089981
long_simple,35,0.32566097378730774,0.18780076503753662,0.1278747022151947,0.05992606282234192,304, n,253, a,253 304 427 1264 10549, a |  n |  se |  est |  pod,False,True,2,0.36985892057418823
long_simple,36,0.3522891700267792,0.26911088824272156,0.14622239768505096,0.1228884905576706,386, v,26114,inda,26114 95 386 265 607,inda | o |  v |  c | con,False,True,3,1.665427327156067
long_simple,37,0.20803484320640564,0.44129377603530884,0.1950918585062027,0.24620191752910614,28,",",28,",",28 304 30 1264 17,", |  n | . |  est | !",True,True,1,0.552960216999054
long_simple,38,0.29246893525123596,0.30963605642318726,0.12287329137325287,0.1867627650499344,253, a,253, a,253 304 263 1264 427, a |  n |  o |  est |  se,True,True,1,0.29340237379074097
long_simple,39,0.18769074976444244,0.40756991505622864,0.34784191846847534,0.059727996587753296,26114,inda,26114,inda,26114 386 95 6160 304,inda |  v | o | í |  n,True,True,1,0.7029756307601929
